expNum,age,gender,ingroupNorm,bothShown,ingroupFirst,response,rating,understandingCheckResponse,understandingCheckOrder,responseTime,understandingCheckTime,elapsedTime,utcTime,RepublicanRating,DemocraticRating,topIssue,topIssueRating,identityIngroupResponse,identityOutgroupResponse,ingroupAgree,outgroupDisagree
Exp 2,68,female,1,0,0,4,1,1,4132,18.93,20.107,96.656,"Wed, 10 Apr 2019 12:12:21 GMT",0,9,NA,NA,7,1,1,1
Exp 2,31,female,0,1,0,2,-3,1,4132,163.272,12.673,217.696,"Wed, 10 Apr 2019 11:13:35 GMT",10,0,NA,NA,7,1,1,1
Exp 2,36,female,1,1,1,1,3,1,1432,9.992,13.66,95.717,"Wed, 10 Apr 2019 12:32:01 GMT",9,1,NA,NA,6,1,1,1
Exp 2,36,female,0,0,0,2,1,1,2413,55.169,7.549,208.757,"Wed, 10 Apr 2019 11:18:33 GMT",1,9,NA,NA,6,3,1,1
Exp 2,31,female,1,1,0,2,2,1,3214,13.738,16.589,67.023,"Wed, 10 Apr 2019 11:27:13 GMT",2,9,NA,NA,7,2,1,1
Exp 2,64,male,1,1,1,1,2,1,3142,15.956,20.063,85.127,"Wed, 10 Apr 2019 11:18:28 GMT",3,0,NA,NA,6,2,1,1
Exp 2,54,female,0,0,0,2,2,1,3124,22.834,27.955,178.886,"Wed, 10 Apr 2019 11:51:01 GMT",8,8,NA,NA,5,6,1,0
Exp 2,26,male,1,1,0,6,2,3,1423,18.565,12.653,76.931,"Wed, 10 Apr 2019 11:36:52 GMT",0,3,NA,NA,5,2,1,1
Exp 2,41,male,0,1,1,6,1,1,4213,49.447,79.439,223.267,"Wed, 10 Apr 2019 11:16:08 GMT",4,9,NA,NA,6,2,1,1
Exp 2,34,male,0,1,1,4,-2,1,3412,29.842,14.068,101.716,"Wed, 10 Apr 2019 11:14:24 GMT",3,7,NA,NA,5,2,1,1
Exp 2,26,male,1,1,1,2,2,1,3241,32.427,11.287,108.005,"Wed, 10 Apr 2019 11:08:41 GMT",1,2,NA,NA,2,2,0,1
Exp 2,33,male,0,0,0,1,0,1,2341,31.803,41.962,206.51,"Wed, 10 Apr 2019 11:08:53 GMT",5,9,NA,NA,6,1,1,1
Exp 2,64,female,1,0,0,3,2,1,4132,19.249,17.851,98.614,"Wed, 10 Apr 2019 11:56:54 GMT",10,2,NA,NA,7,2,1,1
Exp 2,49,male,1,1,1,1,2,1,3421,31.744,17.958,150.779,"Wed, 10 Apr 2019 12:06:34 GMT",9,1,NA,NA,6,2,1,1
Exp 2,25,female,0,0,0,3,1,1,2314,62.337,42.016,203.679,"Wed, 10 Apr 2019 12:04:01 GMT",5,5,NA,NA,4,4,0,0
Exp 2,44,female,1,1,0,4,-1,1,1342,6.594,16.959,50.632,"Wed, 10 Apr 2019 11:45:13 GMT",8,5,NA,NA,6,2,1,1
Exp 2,46,female,1,1,0,1,0,1,1324,19.586,11.735,74.505,"Wed, 10 Apr 2019 11:51:03 GMT",1,7,NA,NA,4,1,0,1
Exp 2,30,female,1,1,0,2,2,1,2341,17.418,26.131,104.118,"Wed, 10 Apr 2019 11:16:58 GMT",9,7,NA,NA,7,5,1,0
Exp 2,49,female,0,0,0,2,2,1,4213,38.595,251.869,436.156,"Wed, 10 Apr 2019 12:10:25 GMT",1,8,NA,NA,4,2,0,1
Exp 2,35,female,1,1,1,1,3,4,4123,16.655,13.529,96.693,"Wed, 10 Apr 2019 11:10:06 GMT",10,0,NA,NA,4,6,0,0
Exp 2,47,female,0,1,0,1,1,1,4132,12.575,12.357,67.849,"Wed, 10 Apr 2019 12:28:06 GMT",3,0,NA,NA,6,2,1,1
Exp 2,56,female,1,0,0,6,2,1,1432,20.308,15.987,103.299,"Wed, 10 Apr 2019 11:18:54 GMT",0,6,NA,NA,5,1,1,1
Exp 2,34,female,1,1,1,3,-1,1,4123,27.367,19.789,129.955,"Wed, 10 Apr 2019 11:40:29 GMT",2,7,NA,NA,5,3,1,1
Exp 2,48,male,1,0,0,5,-1,1,2314,34.997,26.985,115.867,"Wed, 10 Apr 2019 11:08:18 GMT",8,0,NA,NA,6,2,1,1
Exp 2,30,male,0,0,0,2,2,1,1342,7.933,38.267,75.456,"Mon, 08 Apr 2019 11:08:57 GMT",8,3,NA,NA,6,3,1,1
Exp 2,25,female,1,0,0,3,1,1,1243,22.872,126.638,212.981,"Wed, 10 Apr 2019 11:08:05 GMT",7,7,NA,NA,4,5,0,0
Exp 2,26,female,0,1,1,4,0,1,1423,19.402,10.512,120.886,"Wed, 10 Apr 2019 12:08:23 GMT",2,9,NA,NA,7,2,1,1
Exp 2,32,male,1,0,0,5,2,1,1342,46.358,18.389,182.949,"Wed, 10 Apr 2019 11:13:02 GMT",0,7,NA,NA,5,1,1,1
Exp 2,30,male,1,1,0,5,2,1,2431,15.447,13.488,194.847,"Wed, 10 Apr 2019 11:19:47 GMT",3,7,NA,NA,6,3,1,1
Exp 2,29,male,0,0,0,1,0,2,2341,3.688,5.726,40.297,"Wed, 10 Apr 2019 10:58:20 GMT",6,7,NA,NA,4,6,0,0
Exp 2,67,female,1,0,0,6,3,1,3124,21.992,23.604,115.128,"Wed, 10 Apr 2019 11:43:06 GMT",6,0,NA,NA,7,4,1,0
Exp 2,43,male,1,1,0,4,-2,1,1423,51.104,15.471,145.258,"Wed, 10 Apr 2019 11:45:21 GMT",4,2,NA,NA,4,5,0,0
Exp 2,42,male,0,1,0,6,3,1,2314,14.391,15.353,71.691,"Wed, 10 Apr 2019 11:49:59 GMT",1,0,NA,NA,7,2,1,1
Exp 2,39,female,1,1,0,6,0,1,1423,32.271,29.348,258.046,"Wed, 10 Apr 2019 11:12:27 GMT",5,5,NA,NA,6,4,1,0
Exp 2,35,male,0,1,1,1,0,1,1234,49.188,26.901,229.529,"Wed, 10 Apr 2019 11:32:25 GMT",8,1,NA,NA,6,1,1,1
Exp 2,29,female,1,0,0,5,2,1,3241,22.924,19.887,68.306,"Wed, 10 Apr 2019 11:53:29 GMT",0,10,NA,NA,7,1,1,1
Exp 2,35,female,0,0,0,3,-2,1,2413,28.131,42.449,133.957,"Wed, 10 Apr 2019 12:04:46 GMT",9,1,NA,NA,7,1,1,1
Exp 2,65,male,1,0,0,2,2,3,2314,20.288,42.703,109.439,"Wed, 10 Apr 2019 11:24:07 GMT",8,3,NA,NA,6,2,1,1
Exp 2,55,female,0,1,0,4,-1,1,1243,30.749,23.768,226.85,"Wed, 10 Apr 2019 11:45:08 GMT",5,8,NA,NA,6,2,1,1
Exp 2,62,male,0,0,0,4,0,1,2431,32.303,43.166,180.945,"Wed, 10 Apr 2019 12:17:53 GMT",8,2,NA,NA,6,2,1,1
Exp 2,35,male,0,0,0,4,3,3,3241,15.713,23.771,83.115,"Wed, 10 Apr 2019 11:27:02 GMT",5,6,NA,NA,3,3,0,1
Exp 2,23,male,0,0,0,2,-2,1,3421,12.756,37.906,103.131,"Wed, 10 Apr 2019 12:27:24 GMT",0,10,NA,NA,7,1,1,1
Exp 2,26,female,0,1,0,1,0,1,3421,26.137,20.949,142.372,"Wed, 10 Apr 2019 11:54:33 GMT",10,0,NA,NA,7,1,1,1
Exp 2,28,male,1,0,0,3,2,1,3412,8.934,22.732,67.465,"Wed, 10 Apr 2019 12:05:51 GMT",6,7,NA,NA,5,6,1,0
Exp 2,38,female,1,0,0,1,-1,1,2413,25.328,19.442,87.701,"Wed, 10 Apr 2019 11:10:02 GMT",5,5,NA,NA,4,4,0,0
Exp 2,27,female,1,1,0,4,1,1,2314,19.555,55.648,174.587,"Wed, 10 Apr 2019 11:59:00 GMT",1,7,NA,NA,5,2,1,1
Exp 2,22,female,0,0,0,3,3,3,1342,9.2,25.695,63.77,"Wed, 10 Apr 2019 12:13:36 GMT",5,5,NA,NA,2,6,0,0
Exp 2,28,male,0,1,1,3,2,1,3124,36.945,4.121,131.999,"Wed, 10 Apr 2019 11:11:29 GMT",9,8,NA,NA,5,6,1,0
Exp 2,28,male,0,1,0,6,3,1,2134,32.23,29.542,112.761,"Wed, 10 Apr 2019 11:28:08 GMT",5,0,NA,NA,5,1,1,1
Exp 2,41,male,1,0,0,5,2,1,3421,19.624,17.471,144.914,"Wed, 10 Apr 2019 11:08:43 GMT",0,6,NA,NA,5,1,1,1
Exp 2,45,female,1,0,0,4,2,1,3124,20.761,16.868,74.187,"Wed, 10 Apr 2019 11:45:19 GMT",6,5,NA,NA,5,4,1,0
Exp 2,49,male,0,0,0,2,0,1,4231,16.239,10.297,71.71,"Wed, 10 Apr 2019 11:57:28 GMT",1,1,NA,NA,7,1,1,1
Exp 2,40,female,0,1,0,5,1,1,2341,38.168,15.925,132.611,"Wed, 10 Apr 2019 11:26:49 GMT",4,4,NA,NA,5,4,1,0
Exp 2,23,female,0,1,0,3,0,1,3241,86.849,29.767,208.708,"Wed, 10 Apr 2019 11:11:26 GMT",10,0,NA,NA,6,1,1,1
Exp 2,40,female,0,1,1,1,2,1,3124,21.717,12.658,86.226,"Wed, 10 Apr 2019 11:17:51 GMT",5,5,NA,NA,4,4,0,0
Exp 2,29,male,0,1,1,2,1,3,3142,10.458,26.329,828.445,"Wed, 10 Apr 2019 11:50:49 GMT",7,3,NA,NA,6,4,1,0
Exp 2,24,female,1,1,0,3,-1,1,3412,15.858,8.734,71.743,"Wed, 10 Apr 2019 11:08:20 GMT",0,10,NA,NA,7,1,1,1
Exp 2,34,male,1,0,0,3,0,1,2143,17.929,16.661,90.354,"Wed, 10 Apr 2019 12:11:07 GMT",0,8,NA,NA,7,1,1,1
Exp 2,41,male,0,0,0,3,2,1,2413,21.962,13.586,94.467,"Wed, 10 Apr 2019 11:11:43 GMT",2,5,NA,NA,5,1,1,1
Exp 2,70,female,0,1,0,6,2,1,3412,21.303,17.939,140.405,"Wed, 10 Apr 2019 11:08:20 GMT",2,6,NA,NA,2,2,0,1
Exp 2,54,female,0,0,0,5,-1,1,3124,26.158,22.698,135.354,"Wed, 10 Apr 2019 11:11:17 GMT",5,7,NA,NA,5,4,1,0
Exp 2,27,male,0,0,0,6,3,1,3412,30.16,27.749,156.387,"Wed, 10 Apr 2019 11:11:22 GMT",0,3,NA,NA,6,1,1,1
Exp 2,39,male,0,0,0,5,2,1,3142,33.492,32.108,165.464,"Wed, 10 Apr 2019 11:19:12 GMT",5,7,NA,NA,4,4,0,0
Exp 2,35,male,1,1,1,3,2,3,2431,12.707,8.652,67.171,"Wed, 10 Apr 2019 12:00:33 GMT",10,5,NA,NA,7,1,1,1
Exp 2,30,male,1,0,0,4,0,1,1342,67.071,16.157,201.643,"Wed, 10 Apr 2019 11:46:55 GMT",0,7,NA,NA,5,1,1,1
Exp 2,34,female,0,0,0,6,2,1,2413,29.791,13.953,114.666,"Wed, 10 Apr 2019 11:12:49 GMT",4,0,NA,NA,5,1,1,1
Exp 2,40,male,1,1,1,2,0,1,1243,17.084,22.727,90.688,"Wed, 10 Apr 2019 11:09:54 GMT",5,1,NA,NA,4,2,0,1
Exp 2,28,male,0,1,1,3,-2,1,4213,29.831,15.828,100.014,"Wed, 10 Apr 2019 11:37:10 GMT",3,4,NA,NA,5,3,1,1
Exp 2,41,female,0,1,0,1,3,1,2314,24.733,21.601,88.383,"Wed, 10 Apr 2019 11:36:03 GMT",7,4,NA,NA,5,3,1,1
Exp 2,51,female,1,0,0,2,1,1,1324,33.681,50.402,168.02,"Wed, 10 Apr 2019 11:50:37 GMT",9,3,NA,NA,7,1,1,1
Exp 2,50,female,1,0,0,4,-1,1,3124,24.308,14.78,101.702,"Wed, 10 Apr 2019 11:19:04 GMT",10,2,NA,NA,7,2,1,1
Exp 2,57,female,0,1,0,1,0,1,2134,44.937,33.342,169.04,"Wed, 10 Apr 2019 11:56:35 GMT",5,2,NA,NA,4,2,0,1
Exp 2,43,male,1,1,1,4,0,2,2413,22.399,73.485,132.04,"Wed, 10 Apr 2019 12:17:19 GMT",0,10,NA,NA,7,1,1,1
Exp 2,43,female,1,0,0,6,3,1,2134,23.826,14.643,238.238,"Wed, 10 Apr 2019 11:14:13 GMT",2,8,NA,NA,5,1,1,1
Exp 2,34,male,0,0,0,1,0,1,4123,18.084,31.192,756.483,"Wed, 10 Apr 2019 12:28:17 GMT",0,7,NA,NA,5,2,1,1
Exp 2,33,female,1,0,0,1,3,1,2143,17.382,16.725,60.464,"Mon, 08 Apr 2019 11:18:35 GMT",8,1,NA,NA,6,1,1,1
Exp 2,58,female,1,1,1,3,1,1,2314,22.094,10.2,83.085,"Wed, 10 Apr 2019 11:53:16 GMT",5,5,NA,NA,4,4,0,0
Exp 2,57,male,1,0,0,6,-1,1,1243,30.519,22.463,142.295,"Wed, 10 Apr 2019 11:11:42 GMT",0,10,NA,NA,7,1,1,1
Exp 2,36,female,0,0,0,4,-1,1,1234,19.845,13.373,341.697,"Wed, 10 Apr 2019 11:49:19 GMT",0,4,NA,NA,5,5,1,0
Exp 2,23,female,0,0,0,6,1,1,1234,38.289,30.226,200.767,"Wed, 10 Apr 2019 11:09:42 GMT",6,5,NA,NA,5,4,1,0
Exp 2,53,male,1,1,1,5,0,1,1342,29.586,22.522,116.66,"Wed, 10 Apr 2019 11:09:51 GMT",7,7,NA,NA,2,2,0,1
Exp 2,33,female,0,0,0,2,-2,1,1342,16.738,11.339,73.765,"Wed, 10 Apr 2019 11:08:56 GMT",2,8,NA,NA,5,2,1,1
Exp 2,41,female,0,1,0,5,-1,1,2341,39.112,19.605,158.871,"Wed, 10 Apr 2019 12:09:47 GMT",2,7,NA,NA,5,2,1,1
Exp 2,31,female,1,1,1,3,-2,1,3214,24.626,16.927,84.578,"Wed, 10 Apr 2019 12:14:32 GMT",8,1,NA,NA,6,2,1,1
Exp 2,40,male,1,1,0,1,-2,1,1423,33.101,12.059,105.279,"Wed, 10 Apr 2019 11:08:04 GMT",5,5,NA,NA,1,6,0,0
Exp 2,29,female,1,1,0,3,1,1,3142,11.072,8.075,78.843,"Wed, 10 Apr 2019 11:13:12 GMT",9,2,NA,NA,7,2,1,1
Exp 2,54,female,0,0,0,3,-1,1,4231,23.055,14.59,91.435,"Wed, 10 Apr 2019 11:46:48 GMT",6,4,NA,NA,5,3,1,1
Exp 2,48,female,1,1,0,5,-1,1,3421,39.885,13.369,127.604,"Wed, 10 Apr 2019 11:13:08 GMT",10,4,NA,NA,7,2,1,1
Exp 2,26,female,1,0,0,1,2,1,1324,7.654,7.572,69.913,"Wed, 10 Apr 2019 11:08:28 GMT",5,8,NA,NA,3,5,0,0
Exp 2,28,male,0,0,0,1,2,1,4231,40.134,15.982,99.379,"Wed, 10 Apr 2019 11:09:02 GMT",5,7,NA,NA,5,4,1,0
Exp 2,64,female,0,1,0,6,-1,1,1243,29.458,16.407,117.397,"Wed, 10 Apr 2019 11:07:50 GMT",0,0,NA,NA,1,1,0,1
Exp 2,30,male,1,1,1,3,1,1,4312,32.479,37.872,127.388,"Wed, 10 Apr 2019 11:11:15 GMT",9,6,NA,NA,6,4,1,0
Exp 2,34,male,0,0,0,3,0,1,3124,34.127,45.818,127.411,"Wed, 10 Apr 2019 11:41:07 GMT",7,0,NA,NA,7,1,1,1
Exp 2,38,female,0,1,0,2,2,1,3142,44.052,45.908,184.165,"Wed, 10 Apr 2019 12:13:43 GMT",8,2,NA,NA,6,2,1,1
Exp 2,28,male,0,0,0,5,2,2,2341,118.14,63.933,248.386,"Wed, 10 Apr 2019 11:11:25 GMT",9,3,NA,NA,7,3,1,1
Exp 2,66,female,1,1,0,5,2,1,4312,35.43,12.284,109.855,"Wed, 10 Apr 2019 11:12:32 GMT",9,5,NA,NA,7,3,1,1
Exp 2,33,male,0,0,0,3,1,1,2143,11.348,9.903,51.413,"Wed, 10 Apr 2019 11:26:05 GMT",9,1,NA,NA,6,1,1,1
Exp 2,25,male,0,0,0,3,3,3,3142,4.423,4.085,45.609,"Wed, 10 Apr 2019 11:37:38 GMT",8,8,NA,NA,5,4,1,0
Exp 2,25,male,1,1,1,3,2,1,2413,29.399,42.261,161.453,"Wed, 10 Apr 2019 12:08:35 GMT",3,9,NA,NA,6,3,1,1
Exp 2,45,male,0,1,1,2,0,3,2431,7.677,17.367,49.222,"Wed, 10 Apr 2019 11:09:51 GMT",0,10,NA,NA,7,1,1,1
Exp 2,45,male,0,1,1,1,0,1,4123,35.183,25.313,111.755,"Wed, 10 Apr 2019 12:15:23 GMT",8,3,NA,NA,7,2,1,1
Exp 2,31,female,0,1,1,4,1,1,1324,23.998,8.347,92.644,"Wed, 10 Apr 2019 11:12:21 GMT",2,8,NA,NA,7,1,1,1
Exp 2,54,female,0,1,0,6,2,1,4213,12.343,8.537,166.389,"Wed, 10 Apr 2019 11:18:00 GMT",1,8,NA,NA,6,1,1,1
Exp 2,35,female,0,1,1,3,2,1,3412,7.452,20.166,185.532,"Wed, 10 Apr 2019 11:12:48 GMT",10,8,NA,NA,7,6,1,0
Exp 2,34,female,1,1,0,4,0,1,4132,16.946,15.442,92.68,"Wed, 10 Apr 2019 11:17:26 GMT",2,8,NA,NA,6,2,1,1
Exp 2,52,male,0,0,0,1,3,1,2431,44.117,33.353,245.443,"Wed, 10 Apr 2019 11:58:27 GMT",0,7,NA,NA,6,1,1,1
Exp 2,29,male,1,0,0,2,-3,1,3142,60.469,21.218,211.587,"Wed, 10 Apr 2019 21:41:35 GMT",9,2,NA,NA,7,1,1,1
Exp 2,60,female,1,0,0,2,0,1,1342,25.517,25.042,111.949,"Wed, 10 Apr 2019 11:51:17 GMT",4,0,NA,NA,7,1,1,1
Exp 2,36,male,0,1,0,4,-1,1,1423,22.248,32.251,104.289,"Wed, 10 Apr 2019 12:14:13 GMT",6,4,NA,NA,4,3,0,1
Exp 2,32,male,1,0,0,3,2,4,3241,70.647,51.86,335.571,"Wed, 10 Apr 2019 11:52:42 GMT",7,6,NA,NA,6,5,1,0
Exp 2,36,female,0,1,1,1,1,1,1324,16.123,8.256,64.902,"Wed, 10 Apr 2019 11:29:02 GMT",2,7,NA,NA,5,1,1,1
Exp 2,55,female,0,1,0,2,-1,1,2413,37.922,16.083,146.183,"Wed, 10 Apr 2019 11:13:29 GMT",3,7,NA,NA,6,2,1,1
Exp 2,52,male,0,1,0,4,1,1,3412,29.183,18.503,188.8,"Wed, 10 Apr 2019 11:37:49 GMT",5,5,NA,NA,3,6,0,0
Exp 2,41,male,1,1,0,2,2,1,1432,23.583,25.498,178.817,"Wed, 10 Apr 2019 11:09:43 GMT",1,6,NA,NA,7,2,1,1
Exp 2,31,male,1,1,1,6,3,1,2431,5.376,4.005,34.838,"Wed, 10 Apr 2019 11:11:51 GMT",10,0,NA,NA,7,7,1,0
Exp 2,29,male,0,1,1,3,0,1,4231,43.375,8.319,104.873,"Wed, 10 Apr 2019 11:44:19 GMT",0,8,NA,NA,7,1,1,1
Exp 2,33,male,1,0,0,5,0,1,4213,37.282,19.464,117.355,"Wed, 10 Apr 2019 12:13:55 GMT",4,4,NA,NA,5,2,1,1
Exp 2,29,male,0,1,0,4,2,1,4132,53.167,18.645,180.192,"Wed, 10 Apr 2019 11:10:52 GMT",5,6,NA,NA,5,3,1,1
Exp 2,29,male,0,1,1,4,1,1,4312,26.944,9.947,78.438,"Wed, 10 Apr 2019 12:13:24 GMT",3,6,NA,NA,6,3,1,1
Exp 2,22,male,0,1,0,6,2,1,3214,27.234,25.815,99.455,"Wed, 10 Apr 2019 11:55:52 GMT",4,4,NA,NA,3,3,0,1
Exp 2,48,female,0,1,1,3,-1,1,2314,44.775,14.432,109.114,"Wed, 10 Apr 2019 11:13:47 GMT",1,6,NA,NA,5,1,1,1
Exp 2,63,male,1,1,0,1,-1,1,1432,22.416,8.634,77.556,"Wed, 10 Apr 2019 12:13:09 GMT",2,4,NA,NA,7,2,1,1
Exp 2,40,female,0,1,0,5,0,1,4123,3.458,2.951,42.592,"Wed, 10 Apr 2019 11:08:05 GMT",8,7,NA,NA,5,4,1,0
Exp 2,68,female,0,0,0,3,-1,1,2134,49.44,32.145,228.76,"Wed, 10 Apr 2019 11:09:39 GMT",5,5,NA,NA,2,6,0,0
Exp 2,56,female,1,1,1,4,-1,1,4231,10.967,5.957,52.1,"Wed, 10 Apr 2019 11:35:33 GMT",9,1,NA,NA,6,2,1,1
Exp 2,37,male,0,0,0,3,1,1,4213,33.059,16.861,104.426,"Wed, 10 Apr 2019 11:08:04 GMT",0,8,NA,NA,6,1,1,1
Exp 2,46,male,0,1,1,5,1,1,2314,25.227,14.871,172.538,"Wed, 10 Apr 2019 11:18:07 GMT",5,5,NA,NA,3,5,0,0
Exp 2,30,male,1,1,0,2,1,1,1342,24.286,12.049,86.136,"Wed, 10 Apr 2019 11:12:02 GMT",7,4,NA,NA,5,3,1,1
Exp 2,28,female,0,0,0,3,3,1,2134,26.718,65.274,259.052,"Wed, 10 Apr 2019 12:07:37 GMT",7,4,NA,NA,5,3,1,1
Exp 2,33,female,0,0,0,2,2,1,2314,32.777,20.645,115.452,"Wed, 10 Apr 2019 11:10:40 GMT",4,7,NA,NA,6,3,1,1
Exp 2,26,male,1,1,1,6,3,1,4213,320.822,77.461,465.486,"Wed, 10 Apr 2019 11:49:04 GMT",0,10,NA,NA,7,1,1,1
Exp 2,24,male,1,1,0,3,0,1,3214,28.762,118.944,210.489,"Wed, 10 Apr 2019 11:18:45 GMT",6,0,NA,NA,7,3,1,1
Exp 2,73,male,1,1,0,1,2,1,3214,25.132,19.865,135.58,"Wed, 10 Apr 2019 11:54:53 GMT",6,5,NA,NA,4,4,0,0
Exp 2,40,female,0,1,0,5,0,1,1243,43.612,13.975,109.752,"Wed, 10 Apr 2019 11:10:25 GMT",9,1,NA,NA,6,2,1,1
Exp 2,64,female,0,1,0,1,-1,1,3214,21.495,13.552,112.469,"Wed, 10 Apr 2019 12:06:07 GMT",7,0,NA,NA,5,1,1,1
Exp 2,38,female,1,1,1,4,1,1,4321,17.222,27.624,96.888,"Wed, 10 Apr 2019 11:45:34 GMT",10,0,NA,NA,7,1,1,1
Exp 2,25,female,1,1,1,3,1,1,4231,3.349,6.206,35.742,"Wed, 10 Apr 2019 11:12:50 GMT",7,7,NA,NA,4,4,0,0
Exp 2,30,male,1,0,0,1,3,1,3421,5.881,6.776,34.145,"Wed, 10 Apr 2019 12:13:27 GMT",0,10,NA,NA,7,1,1,1
Exp 2,25,male,1,0,0,6,0,1,2143,1162.51,89.336,1352.39,"Wed, 10 Apr 2019 11:30:35 GMT",0,6,NA,NA,5,1,1,1
Exp 2,31,male,1,1,0,6,2,1,2134,40.562,144.087,306.896,"Wed, 10 Apr 2019 12:07:50 GMT",3,6,NA,NA,7,2,1,1
Exp 2,26,male,1,1,1,5,2,1,1432,36.263,35.132,142.765,"Wed, 10 Apr 2019 11:18:17 GMT",0,8,NA,NA,6,1,1,1
Exp 2,40,male,0,1,0,2,-2,1,2134,32.13,40.07,122.664,"Wed, 10 Apr 2019 11:53:42 GMT",3,6,NA,NA,5,2,1,1
Exp 2,25,male,1,0,0,4,3,1,2341,18.718,15.903,74.516,"Wed, 10 Apr 2019 11:08:03 GMT",7,0,NA,NA,7,6,1,0
Exp 2,35,female,1,1,0,2,2,4,2341,6.528,26.387,180.789,"Wed, 10 Apr 2019 11:15:17 GMT",10,9,NA,NA,7,6,1,0
Exp 2,37,female,1,1,0,5,1,1,1423,17.066,14.886,86.496,"Wed, 10 Apr 2019 12:11:21 GMT",5,5,NA,NA,4,6,0,0
Exp 2,29,female,0,1,0,2,2,1,1234,27.699,9.195,99.703,"Wed, 10 Apr 2019 11:10:45 GMT",1,9,NA,NA,6,2,1,1
Exp 2,37,female,0,0,0,3,0,1,4321,2.357,12.82,39.374,"Wed, 10 Apr 2019 12:04:25 GMT",0,6,NA,NA,4,1,0,1
Exp 2,28,male,0,1,0,4,-1,1,2413,50.881,26.106,166.988,"Wed, 10 Apr 2019 12:17:44 GMT",0,10,NA,NA,7,1,1,1
Exp 2,38,male,1,1,0,4,-1,1,4231,29.289,31.413,136.265,"Mon, 08 Apr 2019 11:11:39 GMT",6,4,NA,NA,7,3,1,1
Exp 2,29,female,0,0,0,3,1,1,1432,13.904,14.754,105.9,"Wed, 10 Apr 2019 11:07:55 GMT",2,8,NA,NA,6,3,1,1
Exp 2,43,female,1,0,0,3,2,1,2134,32.568,13.336,113.904,"Wed, 10 Apr 2019 11:10:05 GMT",5,5,NA,NA,5,4,1,0
Exp 2,42,male,1,0,0,4,0,1,1423,23.279,20.857,89.847,"Wed, 10 Apr 2019 11:42:04 GMT",0,2,NA,NA,4,1,0,1
Exp 2,23,male,1,0,0,3,-1,1,2341,5.064,3.61,99.785,"Wed, 10 Apr 2019 11:13:17 GMT",5,5,NA,NA,5,5,1,0
Exp 2,36,female,1,1,1,2,2,1,3124,17.896,14.94,73.359,"Wed, 10 Apr 2019 12:11:29 GMT",5,7,NA,NA,5,3,1,1
Exp 2,47,female,1,1,1,4,0,1,3421,39.976,62.477,229.354,"Wed, 10 Apr 2019 11:56:59 GMT",5,5,NA,NA,4,4,0,0
Exp 2,21,female,1,1,0,2,0,1,2143,28.277,17.17,310.164,"Wed, 10 Apr 2019 12:16:35 GMT",6,7,NA,NA,5,4,1,0
Exp 2,56,female,1,0,0,2,1,1,2413,61.109,19.309,208.974,"Wed, 10 Apr 2019 11:36:32 GMT",3,7,NA,NA,6,2,1,1
Exp 2,25,male,1,1,1,2,1,1,2143,29.222,9.618,80.953,"Wed, 10 Apr 2019 12:08:55 GMT",5,5,NA,NA,4,5,0,0
Exp 2,56,male,1,1,0,1,0,1,3124,43.856,18.083,150.851,"Wed, 10 Apr 2019 11:25:36 GMT",9,1,NA,NA,6,1,1,1
Exp 2,29,female,0,0,0,6,0,1,4312,30.263,11.5,107.014,"Wed, 10 Apr 2019 12:01:55 GMT",0,1,NA,NA,4,1,0,1
Exp 2,45,male,0,1,1,2,3,1,2431,29.971,17.98,106.951,"Wed, 10 Apr 2019 12:36:20 GMT",5,5,NA,NA,4,4,0,0
Exp 2,70,female,1,1,0,4,-1,1,2341,26.058,17.5,154.294,"Wed, 10 Apr 2019 11:39:05 GMT",5,8,NA,NA,5,2,1,1
Exp 2,33,male,1,0,0,1,3,1,2431,28.844,18.72,82.857,"Wed, 10 Apr 2019 11:55:50 GMT",10,0,NA,NA,7,1,1,1
Exp 2,60,male,0,1,0,1,2,1,1342,31.103,34.234,124.947,"Wed, 10 Apr 2019 12:19:05 GMT",7,0,NA,NA,6,1,1,1
Exp 2,26,female,0,0,0,3,2,1,4132,10.778,18.049,69.405,"Wed, 10 Apr 2019 11:53:10 GMT",1,9,NA,NA,6,2,1,1
Exp 2,55,male,1,0,0,1,3,1,3412,27.889,18.414,148.863,"Wed, 10 Apr 2019 11:10:08 GMT",5,5,NA,NA,4,5,0,0
Exp 2,50,male,1,1,1,2,2,1,2143,13.8,15.854,62.052,"Wed, 10 Apr 2019 11:07:38 GMT",1,2,NA,NA,6,2,1,1
Exp 2,40,male,0,0,0,1,3,4,3241,2.614,3.082,34.938,"Wed, 10 Apr 2019 11:07:35 GMT",10,0,NA,NA,6,7,1,0
Exp 2,65,male,1,1,0,1,-1,1,4321,35.218,18.171,111.649,"Wed, 10 Apr 2019 12:17:03 GMT",0,7,NA,NA,6,1,1,1
Exp 2,27,female,0,1,0,4,0,1,4123,22.126,9.677,139.453,"Wed, 10 Apr 2019 12:01:47 GMT",5,7,NA,NA,6,3,1,1
Exp 2,53,female,1,0,0,4,-1,1,4321,22.076,18.639,108.681,"Wed, 10 Apr 2019 11:09:51 GMT",4,6,NA,NA,5,3,1,1
Exp 2,37,female,0,1,1,6,2,1,3214,17.737,14.297,100.668,"Wed, 10 Apr 2019 12:01:08 GMT",10,0,NA,NA,7,1,1,1
